181
-1.8311500000,4.6990900000,-0.3227220000
-1.8135600000,5.1571700000,0.6622300000
-0.7840620000,4.9745000000,0.2636730000
-1.5377500000,4.6277700000,-0.4212630000
-0.4438670000,5.0278900000,0.1337540000
-0.0345900000,4.9999300000,0.0693350000
0.2530780000,5.0101700000,1.1223100000
-0.0977010000,4.9534100000,1.1812700000
-0.6747620000,4.8956400000,1.1787600000
-0.8172420000,4.9065400000,1.1859900000
-1.2056800000,4.9419500000,1.1312100000
-1.6204300000,5.1228200000,0.9079850000
-0.4995310000,5.0458100000,0.6721080000
-1.0322900000,3.2608200000,1.9523400000
-1.6620000000,4.3034100000,0.6066520000
-2.2377700000,4.4638900000,0.9585630000
-1.1770700000,3.6740400000,1.5434300000
-1.2297400000,3.9835300000,0.3272850000
-1.5788900000,3.6144300000,0.4578790000
-1.5505300000,3.9234600000,0.8629020000
-2.2044700000,3.5388900000,0.3417880000
-1.6612800000,4.3341700000,0.1992470000
-1.5963400000,3.7506800000,0.1111160000
-0.8825050000,4.5268200000,0.8347490000
-2.1541000000,2.9446600000,1.9625600000
-2.3800400000,3.2365800000,1.1849800000
-2.7595200000,2.9212900000,1.6071100000
-1.6420500000,3.0925600000,1.7794900000
-1.9155700000,3.4500800000,0.9975490000
-0.9399860000,4.3562300000,1.1214100000
-3.1889900000,4.0856500000,0.1824600000
-3.5614200000,3.3207400000,-0.0046643200
-2.5144700000,3.8295700000,-0.5638540000
-2.6974600000,4.2730900000,0.3471960000
-2.9164300000,3.1647000000,0.5936640000
-2.9316300000,3.1829000000,-0.5848210000
-3.1878600000,3.5354200000,0.9491990000
-3.5262400000,2.6675200000,-0.5335400000
-3.1202500000,2.8601200000,-0.8397520000
-3.8657900000,1.7220300000,0.4812170000
-3.5591400000,2.5628500000,0.5734750000
-2.0336100000,2.1705100000,2.5097100000
-0.3713260000,4.4557700000,0.0207489000
-1.0108400000,4.2787600000,0.0754306000
-2.3558400000,4.3055600000,0.4686500000
-1.7181500000,4.3174500000,-0.3494300000
0.3778160000,4.5107200000,-0.1319310000
-0.0666862000,4.4703200000,0.6918430000
1.2634800000,4.5126600000,-0.2392360000
-3.6117700000,2.4354800000,1.4359100000
-2.6046000000,3.7472900000,1.1957100000
-3.2234500000,2.1965800000,1.8044200000
-2.1556100000,3.9120600000,1.1963600000
-3.4689400000,1.8879600000,0.9649260000
-3.8013600000,1.5608800000,1.8058400000
